0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00004681	 0.00178854	 0.00207451	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00007862	 0.00340006	 0.00377432	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00011053	 0.00480712	 0.00534770	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00015891	 0.00586290	 0.00675479	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00021764	 0.00708768	 0.00799411	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00026285	 0.00807400	 0.00907037	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00027282	 0.00890523	 0.01001783	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00031820	 0.00965080	 0.01090997	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00035386	 0.01030848	 0.01174238	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00038749	 0.01113011	 0.01269266	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00044282	 0.01184291	 0.01326977	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00047469	 0.01224092	 0.01348665	 0.00000000	 0.00000000	    0.00000
0.0000	 0.00000000	 0.00000000	0	0	0	0	0	1	0	1	 0.00000000	 0.00000000	 0.00000000	 0.00050116	 0.01276937	 0.01388363	 0.00000000	 0.00000000	    0.00000
