PC Time	Time Meas	Mod No.	Mod Status	Range Innov	Range Uncer	Rate Innov	Rate Uncer	Sat Num
0.0000	232.390336	4	8	 -0.3572839	       8.0649278	 -0.0479236	       0.1321556	14
0.0000	232.390336	5	8	  2.9272974	       8.0639051	  0.0417289	       0.1286918	17
0.0000	232.390336	6	8	  3.4779596	       8.1195177	  0.0147453	       0.1255996	23
0.0000	233.290304	0	8	  3.3661199	       8.0636288	  0.0199683	       0.2431151	3
0.0000	233.290304	1	8	  2.8847003	       8.0661632	  0.0020324	       0.1432631	6
0.0000	233.290304	2	8	  3.6372881	       8.0646785	 -0.0359536	       0.1305632	7
0.0000	233.390336	3	8	  1.4207038	       8.0659905	 -0.0150692	       0.1403552	13
0.0000	233.390336	4	8	 -0.3341511	       8.0648464	 -0.0298782	       0.1320632	14
0.0000	233.390336	5	8	  3.0131884	       8.0638275	  0.0303281	       0.1286232	17
0.0000	233.390336	6	8	  3.5843158	       8.1168219	  0.0015138	       0.1253815	23
0.0000	234.290304	0	8	  3.4814825	       8.0635905	 -0.0352710	       0.2430480	3
0.0000	234.290304	1	8	  2.9344184	       8.0661376	 -0.0004407	       0.1432135	6
0.0000	234.290304	2	8	  3.7531531	       8.0645915	 -0.0376646	       0.1304465	7
0.0000	234.390336	3	8	  1.5234853	       8.0659248	 -0.0189282	       0.1403065	13
0.0000	234.390336	4	8	 -0.2352602	       8.0647679	 -0.0519588	       0.1319474	14
0.0000	234.390336	5	8	  3.0063102	       8.0637585	  0.0254396	       0.1285639	17
0.0000	234.390336	6	8	  3.5001056	       8.1143123	  0.0142678	       0.1252397	23
0.0000	235.290304	0	8	  3.4602184	       8.0635546	 -0.0409281	       0.2429794	3
0.0000	235.290304	1	8	  2.9089284	       8.0661140	 -0.0130447	       0.1431564	6
0.0000	235.290304	2	8	  3.8051579	       8.0645106	 -0.0495352	       0.1303462	7
0.0000	235.390336	3	8	  1.4751368	       8.0658619	 -0.0188309	       0.1402531	13
0.0000	235.390336	4	8	 -0.3793665	       8.0646932	 -0.0452743	       0.1318204	14
0.0000	235.390336	5	8	  2.9733827	       8.0636960	  0.0324041	       0.1285004	17
0.0000	235.390336	6	8	  3.5240214	       8.1119689	 -0.0123100	       0.1251261	23
0.0000	236.290304	0	8	  3.5279748	       8.0635205	  0.0163977	       0.2429101	3
0.0000	236.290304	1	8	  2.9271407	       8.0660922	  0.0003010	       0.1430964	6
0.0000	236.290304	2	8	  3.8391612	       8.0644354	 -0.0321400	       0.1302562	7
0.0000	236.390336	3	8	  1.5211968	       8.0658009	 -0.0143900	       0.1401979	13
0.0000	236.390336	4	8	 -0.3113912	       8.0646208	 -0.0628744	       0.1316964	14
0.0000	236.390336	5	8	  2.9856358	       8.0636397	  0.0373309	       0.1284289	17
0.0000	236.390336	6	8	  3.4838994	       8.1097744	  0.0116509	       0.1250235	23
0.0000	237.290304	0	8	  3.5521650	       8.0634879	 -0.0098280	       0.2428367	3
0.0000	237.290304	1	8	  2.9932613	       8.0660714	  0.0107245	       0.1430359	6
0.0000	237.290304	2	8	  3.8487792	       8.0643644	 -0.0649599	       0.1301712	7
0.0000	237.390336	3	8	  1.5191721	       8.0657423	 -0.0220237	       0.1401441	13
0.0000	237.390336	4	8	 -0.3518612	       8.0645513	 -0.0248399	       0.1315822	14
0.0000	237.390336	5	8	  2.9831798	       8.0635877	  0.0274153	       0.1283620	17
0.0000	237.390336	6	8	  3.4934494	       8.1077138	 -0.0062953	       0.1249221	23
0.0000	238.290304	1	8	  3.0406828	       8.0661187	 -0.0307117	       0.2423271	6
0.0000	238.390336	0	8	  3.4895880	       8.0634301	  0.0212037	       0.1594142	3
0.0000	238.390336	2	8	  3.8813565	       8.0643138	 -0.0237323	       0.1367220	7
0.0000	238.390336	3	8	  1.5423603	       8.0656841	 -0.0205181	       0.1235209	13
0.0000	238.390336	4	8	 -0.4060268	       8.0643975	 -0.0520987	       0.1265698	14
0.0000	238.390336	5	8	  2.9281662	       8.0635697	  0.0252919	       0.1229566	17
0.0000	238.390336	6	8	  3.4975157	       8.1057954	  0.0049998	       0.1237008	23
0.0000	239.290304	1	8	  3.0634103	       8.0660099	 -0.0043419	       0.2398662	6
0.0000	239.390336	0	8	  3.5680671	       8.0633738	  0.0409915	       0.1593221	3
0.0000	239.390336	2	8	  3.8115375	       8.0642031	 -0.1054962	       0.1367900	7
0.0000	239.390336	3	8	  1.5260901	       8.0656477	 -0.0506047	       0.1230425	13
0.0000	239.390336	4	8	 -0.4886956	       8.0642396	 -0.0834028	       0.1252178	14
0.0000	239.390336	5	8	  2.8448243	       8.0635593	  0.0394925	       0.1230696	17
0.0000	239.390336	6	8	  3.4355600	       8.1039866	 -0.0503122	       0.1232482	23
0.0000	240.290304	1	8	  2.9608619	       8.0659314	 -0.0077105	       0.2402165	6
0.0000	240.390336	0	8	  3.5220554	       8.0633218	  0.0227465	       0.1602533	3
0.0000	240.390336	2	8	  3.9188905	       8.0641095	 -0.0538746	       0.1374737	7
0.0000	240.390336	3	8	  1.6016285	       8.0656117	 -0.0587906	       0.1227909	13
0.0000	240.390336	4	8	 -0.3278662	       8.0640953	 -0.0896285	       0.1246294	14
0.0000	240.390336	5	8	  2.8811505	       8.0635513	  0.0226730	       0.1250241	17
0.0000	240.390336	6	8	  3.5203981	       8.1022697	 -0.0417697	       0.1238643	23
0.0000	241.290304	1	8	  3.0600836	       8.0658600	  0.0372629	       0.2404019	6
0.0000	241.390336	0	8	  3.4700284	       8.0632721	 -0.0180376	       0.1607765	3
0.0000	241.390336	2	8	  3.9244556	       8.0640238	 -0.0342236	       0.1377939	7
0.0000	241.390336	3	8	  1.5007256	       8.0655762	 -0.0205203	       0.1226420	13
0.0000	241.390336	4	8	 -0.3957377	       8.0639595	 -0.0826857	       0.1242979	14
0.0000	241.390336	5	8	  2.8395984	       8.0635446	 -0.0122185	       0.1260256	17
0.0000	241.390336	6	8	  3.4411085	       8.1006396	 -0.0218936	       0.1242714	23
0.0000	242.290304	1	8	  3.0271337	       8.0657919	 -0.0221725	       0.2403069	6
0.0000	242.390336	0	8	  3.4197445	       8.0632239	 -0.0353185	       0.1607128	3
0.0000	242.390336	2	8	  3.9273443	       8.0639415	  0.0059440	       0.1377217	7
0.0000	242.390336	3	8	  1.4021273	       8.0655403	 -0.0264411	       0.1225391	13
0.0000	242.390336	4	8	 -0.4034368	       8.0638299	 -0.0700119	       0.1240334	14
0.0000	242.390336	5	8	  2.7099469	       8.0635385	 -0.0140890	       0.1258581	17
0.0000	242.390336	6	8	  3.4834735	       8.0990901	 -0.0085046	       0.1242671	23
0.0000	243.290304	1	8	  3.1807189	       8.0657271	 -0.0249242	       0.2400867	6
0.0000	243.390336	0	8	  3.3849733	       8.0631766	 -0.0409256	       0.1603707	3
0.0000	243.390336	2	8	  4.0071821	       8.0638611	  0.0160177	       0.1374870	7
0.0000	243.390336	3	8	  1.7217239	       8.0655053	  0.0066766	       0.1224683	13
0.0000	243.390336	4	8	 -0.5357785	       8.0637055	 -0.0631473	       0.1238240	14
0.0000	243.390336	5	8	  2.6754663	       8.0635328	 -0.0118509	       0.1251487	17
0.0000	243.390336	6	8	  3.3334825	       8.0976162	  0.0104829	       0.1240484	23
0.0000	244.290304	1	8	  3.1682789	       8.0656647	  0.0295133	       0.2398478	6
0.0000	244.390336	0	8	  3.4291670	       8.0631302	 -0.0608019	       0.1599694	3
0.0000	244.390336	2	8	  4.0250058	       8.0637826	  0.0560563	       0.1372268	7
0.0000	244.390336	3	8	  1.8178648	       8.0654712	 -0.0050515	       0.1224226	13
0.0000	244.390336	4	8	 -0.4664649	       8.0635848	 -0.0547856	       0.1236675	14
0.0000	244.390336	5	8	  2.7494652	       8.0635271	 -0.0118869	       0.1243099	17
0.0000	244.390336	6	8	  3.4674599	       8.0962141	  0.0383492	       0.1237487	23
0.0000	245.290304	1	8	  3.1215272	       8.0656046	 -0.0202600	       0.2396454	6
0.0000	245.390336	0	8	  3.4085569	       8.0630848	 -0.0302489	       0.1596252	3
0.0000	245.390336	2	8	  4.1939025	       8.0637055	  0.0546006	       0.1370100	7
0.0000	245.390336	3	8	  1.7411348	       8.0654381	 -0.0022695	       0.1223944	13
0.0000	245.390336	4	8	 -0.4800301	       8.0634685	 -0.0457270	       0.1235538	14
0.0000	245.390336	5	8	  2.8052869	       8.0635224	 -0.0042301	       0.1235696	17
0.0000	245.390336	6	8	  3.3619525	       8.0948792	  0.0285811	       0.1234487	23
0.0000	246.290304	1	8	  3.1708720	       8.0655465	 -0.0267735	       0.2394882	6
0.0000	246.390336	0	8	  3.3869903	       8.0630398	 -0.0548076	       0.1593577	3
0.0000	246.390336	2	8	  4.0650749	       8.0636307	  0.0323047	       0.1368441	7
0.0000	246.390336	3	8	  1.6477717	       8.0654065	 -0.0134099	       0.1223766	13
0.0000	246.390336	4	8	 -0.3542651	       8.0633549	 -0.0552680	       0.1234759	14
0.0000	246.390336	5	8	  2.5934696	       8.0635177	 -0.0069409	       0.1229857	17
0.0000	246.390336	6	8	  3.4096782	       8.0936067	  0.0451102	       0.1231904	23
0.0000	247.290304	1	8	  3.1209526	       8.0654902	 -0.0371239	       0.2393749	6
0.0000	247.390336	0	8	  3.4559844	       8.0629968	 -0.0278162	       0.1591714	3
0.0000	247.390336	2	8	  4.0943642	       8.0635579	  0.0334467	       0.1367332	7
0.0000	247.390336	3	8	  1.7978196	       8.0653752	  0.0060419	       0.1223673	13
0.0000	247.390336	4	8	 -0.5819506	       8.0632452	 -0.0394219	       0.1234219	14
0.0000	247.390336	5	8	  2.6973944	       8.0635129	  0.0052150	       0.1225642	17
0.0000	247.390336	6	8	  3.3860986	       8.0923944	  0.0615286	       0.1229814	23
0.0000	248.290304	1	8	  2.8413785	       8.0654353	 -0.0554044	       0.2393012	6
0.0000	248.390336	0	8	  3.2758667	       8.0629547	 -0.0393044	       0.1590532	3
0.0000	248.390336	2	8	  4.0847459	       8.0634874	  0.0420453	       0.1366686	7
0.0000	248.390336	3	8	  1.6497535	       8.0653454	 -0.0040471	       0.1223642	13
0.0000	248.390336	4	8	 -0.5083535	       8.0631382	 -0.0393446	       0.1233912	14
0.0000	248.390336	5	8	  2.7129283	       8.0635082	  0.0158846	       0.1222901	17
0.0000	248.390336	6	8	  3.3271976	       8.0912375	  0.0661736	       0.1228361	23
0.0000	249.290304	1	8	  3.1718392	       5.7914072	 -0.0607841	       0.2392538	6
0.0000	249.390336	0	8	  3.3040082	       5.7880628	 -0.0333472	       0.1589808	3
0.0000	249.390336	2	8	  4.0803380	       5.7887660	  0.0398546	       0.1366284	7
0.0000	249.390336	3	8	  1.6328595	       5.7914118	  0.0067628	       0.1223626	13
0.0000	249.390336	4	8	 -0.4832614	       5.7883056	 -0.0415589	       0.1233742	14
0.0000	249.390336	5	8	  2.7095616	       5.7889660	  0.0103448	       0.1221204	17
0.0000	249.390336	6	8	  3.2901635	       5.8259515	  0.0527099	       0.1227327	23
0.0000	250.290304	1	8	  2.9017265	       5.7907100	 -0.0819992	       0.2392249	6
0.0000	250.390336	0	8	  3.2358725	       5.7872313	 -0.0306980	       0.1589395	3
0.0000	250.390336	2	8	  3.9227688	       5.7878473	  0.0201216	       0.1366056	7
0.0000	250.390336	3	8	  1.5568243	       5.7908216	 -0.0184153	       0.1223614	13
0.0000	250.390336	4	8	 -0.5280084	       5.7870916	 -0.0377695	       0.1233651	14
0.0000	250.390336	5	8	  2.6010416	       5.7882434	  0.0160232	       0.1220249	17
0.0000	250.390336	6	8	  3.0629473	       5.8221248	  0.0568055	       0.1226637	23
0.0000	251.290304	1	8	  2.7528870	       5.7900601	 -0.0433168	       0.2392101	6
0.0000	251.390336	0	8	  3.1198099	       5.7864525	 -0.0316448	       0.1589182	3
0.0000	251.390336	2	8	  3.6824138	       5.7869881	  0.0340560	       0.1365925	7
0.0000	251.390336	3	8	  1.4785569	       5.7902739	  0.0160789	       0.1223604	13
0.0000	251.390336	4	8	 -0.6234943	       5.7859544	 -0.0604732	       0.1233624	14
0.0000	251.390336	5	8	  2.5287073	       5.7875704	  0.0167744	       0.1219774	17
0.0000	251.390336	6	8	  3.1640816	       5.8186213	  0.0523878	       0.1226196	23
0.0000	252.290304	1	8	  2.9029891	       5.7894526	 -0.0348213	       0.2392022	6
0.0000	252.390336	0	8	  2.8406844	       5.7857220	 -0.0175087	       0.1589078	3
0.0000	252.390336	2	8	  3.7166598	       5.7861842	  0.0087503	       0.1365856	7
0.0000	252.390336	3	8	  1.3214974	       5.7897646	 -0.0244149	       0.1223603	13
0.0000	252.390336	4	8	 -0.7223909	       5.7848882	 -0.0335323	       0.1233647	14
0.0000	252.390336	5	8	  2.3848748	       5.7869433	  0.0216085	       0.1219571	17
0.0000	252.390336	6	8	  3.0897787	       5.8154050	  0.0625796	       0.1225927	23
0.0000	253.290304	0	8	  2.9520872	       5.7849324	 -0.0466827	       0.2403571	3
0.0000	253.290304	1	8	  2.9307988	       5.7889403	  0.0096653	       0.1417346	6
0.0000	253.290304	2	8	  3.7194538	       5.7854065	  0.0179534	       0.1299053	7
0.0000	253.390336	3	8	  1.4239858	       5.7892928	  0.0086441	       0.1390277	13
0.0000	253.390336	4	8	 -0.7249346	       5.7839686	 -0.0536344	       0.1287502	14
0.0000	253.390336	5	0	  2.3225446	       5.7863117	309.3619080	       0.1269373	17
0.0000	253.390336	6	8	  3.1380956	       5.8123385	  0.0584197	       0.1304904	23
0.0000	254.290304	0	8	  2.8210127	       5.7842202	 -0.0304210	       0.2449558	3
0.0000	254.290304	1	8	  2.8397272	       5.7884562	  0.0162917	       0.1425359	6
0.0000	254.290304	2	8	  3.6586077	       5.7846940	  0.0233713	       0.1305708	7
0.0000	254.390336	3	8	  1.4692546	       5.7888417	 -0.0018391	       0.1393300	13
0.0000	254.390336	4	8	 -0.5547491	       5.7830884	 -0.0299282	       0.1293055	14
0.0000	254.390336	5	8	  2.4053323	       5.7878384	  0.0044461	       0.1284858	17
0.0000	254.390336	6	8	  3.0481346	       5.8095955	  0.0288834	       0.1241975	23
0.0000	255.290304	0	8	  2.8413444	       5.7836055	 -0.0318926	       0.2426369	3
0.0000	255.290304	1	8	  2.7540479	       5.7880054	 -0.0032160	       0.1425850	6
0.0000	255.290304	2	8	  3.6381671	       5.7840540	  0.0068563	       0.1304806	7
0.0000	255.390336	3	8	  1.3748142	       5.7884098	 -0.0148222	       0.1394681	13
0.0000	255.390336	4	8	 -0.7033738	       5.7822812	 -0.0360355	       0.1297663	14
0.0000	255.390336	5	8	  2.2243688	       5.7871542	  0.0338071	       0.1277548	17
0.0000	255.390336	6	8	  2.8573580	       5.8070532	  0.0342161	       0.1243646	23
0.0000	256.290304	0	8	  2.8797853	       5.7830752	 -0.0136254	       0.2426454	3
0.0000	256.290304	1	8	  2.7319970	       5.7875899	  0.0078419	       0.1423575	6
0.0000	256.290304	2	8	  3.7458334	       5.7834591	 -0.0076367	       0.1302780	7
0.0000	256.390336	3	8	  1.4282401	       5.7880068	 -0.0247258	       0.1395211	13
0.0000	256.390336	4	8	 -0.6535863	       5.7815314	 -0.0353504	       0.1300949	14
0.0000	256.390336	5	8	  2.2904305	       5.7865167	  0.0190392	       0.1274047	17
0.0000	256.390336	6	8	  2.7757931	       5.8047023	  0.0351367	       0.1244561	23
0.0000	257.290304	0	8	  2.6040394	       5.7825811	 -0.0572828	       0.2426579	3
0.0000	257.290304	1	8	  2.5095963	       5.7872046	 -0.0200417	       0.1422360	6
0.0000	257.290304	2	8	  3.5112588	       5.7829040	  0.0032733	       0.1301683	7
0.0000	257.390336	3	8	  1.4023945	       5.7876301	 -0.0132384	       0.1395630	13
0.0000	257.390336	4	8	 -0.5323787	       5.7808313	 -0.0400630	       0.1303104	14
0.0000	257.390336	5	8	  2.0963809	       5.7859204	  0.0295795	       0.1272178	17
0.0000	257.390336	6	8	  2.7589417	       5.8025230	  0.0264898	       0.1244921	23
0.0000	258.290304	0	8	  2.6096609	       5.7821176	 -0.0221650	       0.2426684	3
0.0000	258.290304	1	8	  2.6001854	       5.7868444	  0.0123537	       0.1421772	6
0.0000	258.290304	2	8	  3.4384856	       5.7823838	 -0.0045306	       0.1301154	7
0.0000	258.390336	3	8	  1.3116809	       5.7872778	 -0.0043475	       0.1395941	13
0.0000	258.390336	4	8	 -0.6481147	       5.7801757	 -0.0495876	       0.1304443	14
0.0000	258.390336	5	8	  2.0491259	       5.7853600	  0.0071302	       0.1271260	17
0.0000	258.390336	6	8	  2.7235572	       5.8004985	  0.0251988	       0.1245012	23
0.0000	259.290304	0	8	  2.6933851	       5.7816799	 -0.0453941	       0.2426722	3
0.0000	259.290304	1	8	  2.4537671	       5.7865069	 -0.0236385	       0.1421507	6
0.0000	259.290304	2	8	  3.3932109	       5.7818953	 -0.0096227	       0.1300925	7
0.0000	259.390336	3	8	  1.2687852	       5.7869472	 -0.0053911	       0.1396148	13
0.0000	259.390336	4	8	 -0.7598522	       5.7795602	 -0.0102068	       0.1305227	14
0.0000	259.390336	5	8	  1.9719636	       5.7848328	  0.0168195	       0.1270864	17
0.0000	259.390336	6	8	  2.4938719	       5.7986140	  0.0229725	       0.1244968	23
0.0000	260.290304	0	8	  2.7716541	       5.7812662	 -0.0299023	       0.2426761	3
0.0000	260.290304	1	8	  2.4894071	       5.7861894	 -0.0039107	       0.1421450	6
0.0000	260.290304	2	8	  3.3192275	       5.7814357	 -0.0092000	       0.1300901	7
0.0000	260.390336	3	8	  1.2362765	       5.7866374	 -0.0258645	       0.1396292	13
0.0000	260.390336	4	8	 -0.7330114	       5.7789810	 -0.0391641	       0.1305665	14
0.0000	260.390336	5	8	  1.9791036	       5.7843359	  0.0259752	       0.1270772	17
0.0000	260.390336	6	8	  2.5215952	       5.7968572	  0.0237385	       0.1244953	23
0.0000	261.290304	0	8	  2.5404668	       5.7808752	 -0.0640928	       0.2426795	3
0.0000	261.290304	1	8	  2.4339690	       5.7858908	  0.0098083	       0.1421430	6
0.0000	261.290304	2	8	  3.1091397	       5.7810026	 -0.0384333	       0.1300944	7
0.0000	261.390336	3	8	  1.1413623	       5.7863463	  0.0036958	       0.1396390	13
0.0000	261.390336	4	8	 -0.9899304	       5.7784361	 -0.0268225	       0.1305893	14
0.0000	261.390336	5	8	  1.8469384	       5.7838680	  0.0217816	       0.1270771	17
0.0000	261.390336	6	8	  2.4788556	       5.7952171	  0.0314126	       0.1244955	23
0.0000	262.290304	0	8	  2.6513839	       5.7805047	 -0.0017303	       0.2426842	3
0.0000	262.290304	1	8	  2.4855747	       5.7856096	 -0.0165242	       0.1421437	6
0.0000	262.290304	2	8	  3.2538168	       5.7805941	  0.0214158	       0.1301045	7
0.0000	262.390336	3	8	  1.1259875	       5.7860731	 -0.0314071	       0.1396474	13
0.0000	262.390336	4	8	 -0.7440758	       5.7779231	 -0.0077542	       0.1306022	14
0.0000	262.390336	5	8	  1.9286050	       5.7834271	  0.0178558	       0.1270816	17
0.0000	262.390336	6	8	  2.4030550	       5.7936838	  0.0222796	       0.1245014	23
0.0000	263.290304	0	8	  2.5513706	       5.7801542	  0.0007878	       0.2426896	3
0.0000	263.290304	1	8	  2.3657236	       5.7853448	 -0.0056601	       0.1421436	6
0.0000	263.290304	2	8	  3.0361512	       5.7802083	 -0.0031585	       0.1301142	7
0.0000	263.390336	3	8	  1.1243466	       5.7858159	 -0.0230328	       0.1396537	13
0.0000	263.390336	4	8	 -0.6494822	       5.7774388	 -0.0082573	       0.1306091	14
0.0000	263.390336	5	8	  2.0154326	       5.7830108	  0.0246424	       0.1270852	17
0.0000	263.390336	6	8	  2.4202456	       5.7922486	  0.0087669	       0.1245098	23
0.0000	264.290304	0	8	  2.5062854	       5.7798216	 -0.0222757	       0.2426922	3
0.0000	264.290304	1	8	  2.2788627	       5.7850949	 -0.0182808	       0.1421411	6
0.0000	264.290304	2	8	  3.2256341	       5.7798434	 -0.0150888	       0.1301197	7
0.0000	264.390336	3	8	  1.2999469	       5.7855736	  0.0057227	       0.1396574	13
0.0000	264.390336	4	8	 -0.5822843	       5.7769812	 -0.0442909	       0.1306127	14
0.0000	264.390336	5	8	  1.9568022	       5.7826174	  0.0287485	       0.1270855	17
0.0000	264.390336	6	8	  2.4528112	       5.7909033	  0.0059882	       0.1245157	23
0.0000	265.290304	0	8	  2.5067906	       5.7795061	 -0.0069914	       0.2426918	3
0.0000	265.290304	1	8	  2.4209824	       5.7848592	 -0.0358088	       0.1421408	6
0.0000	265.290304	2	8	  2.9711716	       5.7794982	  0.0064081	       0.1301238	7
0.0000	265.390336	3	8	  1.2418008	       5.7853455	 -0.0132348	       0.1396600	13
0.0000	265.390336	4	8	 -0.7116123	       5.7765497	  0.0102391	       0.1306149	14
0.0000	265.390336	5	8	  1.8643249	       5.7822463	  0.0257530	       0.1270894	17
0.0000	265.390336	6	8	  2.4024398	       5.7896414	  0.0130067	       0.1245231	23
0.0000	266.290304	0	8	  2.4598303	       5.7792068	  0.0130633	       0.2426912	3
0.0000	266.290304	1	8	  2.4206245	       5.7846366	  0.0141000	       0.1421364	6
0.0000	266.290304	2	8	  3.0714548	       5.7791708	 -0.0358480	       0.1301234	7
0.0000	266.390336	3	8	  1.1257473	       5.7851302	 -0.0118707	       0.1396596	13
0.0000	266.390336	4	8	 -0.7694249	       5.7761409	 -0.0236345	       0.1306136	14
0.0000	266.390336	5	8	  1.8343811	       5.7818953	  0.0233219	       0.1270866	17
0.0000	266.390336	6	8	  2.3385627	       5.7884559	  0.0082548	       0.1245227	23
0.0000	267.290304	0	8	  2.3885171	       5.7789226	 -0.0086375	       0.2426890	3
0.0000	267.290304	1	8	  2.3335726	       5.7844266	 -0.0167956	       0.1421332	6
0.0000	267.290304	2	8	  3.1876519	       5.7788602	 -0.0117649	       0.1301225	7
0.0000	267.390336	3	8	  1.0243063	       5.7849274	 -0.0118316	       0.1396597	13
0.0000	267.390336	4	8	 -0.6666651	       5.7757549	 -0.0033010	       0.1306123	14
0.0000	267.390336	5	8	  1.8237050	       5.7815637	  0.0220347	       0.1270843	17
0.0000	267.390336	6	8	  2.2919083	       5.7873421	  0.0134775	       0.1245224	23
0.0000	268.290304	0	8	  2.3587363	       5.7786533	 -0.0108377	       0.2426856	3
0.0000	268.290304	1	8	  2.3135817	       5.7842284	  0.0005916	       0.1421301	6
0.0000	268.290304	2	8	  3.1665714	       5.7785658	 -0.0364686	       0.1301206	7
0.0000	268.390336	3	8	  1.0182496	       5.7847359	  0.0210050	       0.1396601	13
0.0000	268.390336	4	8	 -0.6440495	       5.7753896	 -0.0127554	       0.1306121	14
0.0000	268.390336	5	8	  1.9053009	       5.7812500	  0.0039913	       0.1270843	17
0.0000	268.390336	6	8	  2.3144062	       5.7862936	  0.0105072	       0.1245206	23
0.0000	269.290304	0	8	  2.4064097	       5.7783968	 -0.0420948	       0.2426832	3
0.0000	269.290304	1	8	  2.1810222	       5.7840404	 -0.0083310	       0.1421282	6
0.0000	269.290304	2	8	  2.9738152	       5.7782862	  0.0203901	       0.1301195	7
0.0000	269.390336	3	8	  0.9882361	       5.7845549	 -0.0127975	       0.1396613	13
0.0000	269.390336	4	8	 -0.6372331	       5.7750432	 -0.0199249	       0.1306129	14
0.0000	269.390336	5	8	  1.6381627	       5.7809527	  0.0072296	       0.1270833	17
0.0000	269.390336	6	8	  2.2878428	       5.7853063	 -0.0140864	       0.1245171	23
0.0000	270.290304	1	8	  2.0027521	       5.7838752	 -0.0633507	       0.2419279	6
0.0000	270.390336	0	8	  2.3769927	       5.7781915	 -0.0103016	       0.1590448	3
0.0000	270.390336	2	8	  2.7315018	       5.7780430	 -0.0167378	       0.1368275	7
0.0000	270.390336	3	8	  0.8724740	       5.7843808	 -0.0171953	       0.1231002	13
0.0000	270.390336	4	8	 -0.7573349	       5.7745960	  0.0133818	       0.1256708	14
0.0000	270.390336	5	8	  1.7175093	       5.7807132	 -0.0077526	       0.1222630	17
0.0000	270.390336	6	8	  2.1458430	       5.7843728	 -0.0028615	       0.1234804	23
0.0000	271.290304	1	8	  2.2859921	       5.7835646	 -0.0183340	       0.2394871	6
0.0000	271.390336	0	8	  2.1927488	       5.7779102	 -0.0050744	       0.1589490	3
0.0000	271.390336	2	8	  2.8085713	       5.7777333	 -0.0062522	       0.1367377	7
0.0000	271.390336	3	8	  0.9895785	       5.7842390	  0.0054312	       0.1228404	13
0.0000	271.390336	4	8	 -0.5277998	       5.7741534	 -0.0225207	       0.1247556	14
0.0000	271.390336	5	8	  1.5755423	       5.7804951	  0.0165362	       0.1221196	17
0.0000	271.390336	6	8	  2.0783455	       5.7835112	 -0.0004859	       0.1229853	23
0.0000	272.290304	1	8	  2.0710347	       5.7833205	 -0.0725354	       0.2393220	6
0.0000	272.390336	0	8	  2.2017174	       5.7776491	 -0.0017983	       0.1589163	3
0.0000	272.390336	2	8	  2.7052286	       5.7774474	 -0.0320677	       0.1366746	7
0.0000	272.390336	3	8	  1.0343229	       5.7841044	 -0.0007143	       0.1226430	13
0.0000	272.390336	4	8	 -0.5986615	       5.7737474	  0.0000073	       0.1241569	14
0.0000	272.390336	5	8	  1.5436088	       5.7802889	  0.0010517	       0.1220292	17
0.0000	272.390336	6	8	  1.9740398	       5.7827008	 -0.0035720	       0.1227222	23
0.0000	273.290304	1	8	  2.0863180	       5.7830996	  0.0239237	       0.2392475	6
0.0000	273.390336	0	8	  2.2829390	       5.7774045	 -0.0091163	       0.1588967	3
0.0000	273.390336	2	8	  2.6428845	       5.7771783	 -0.0160141	       0.1366379	7
0.0000	273.390336	3	8	  1.0354518	       5.7839771	 -0.0010414	       0.1225294	13
0.0000	273.390336	4	8	 -0.6604130	       5.7733678	 -0.0126548	       0.1238121	14
0.0000	273.390336	5	8	  1.6342651	       5.7800935	  0.0075837	       0.1219875	17
0.0000	273.390336	6	8	  1.9404480	       5.7819365	 -0.0045241	       0.1226084	23
0.0000	274.290304	1	8	  2.1287017	       5.7828941	  0.0298618	       0.2392126	6
0.0000	274.390336	0	8	  2.3043001	       5.7771724	  0.0219613	       0.1588846	3
0.0000	274.390336	2	8	  2.7392251	       5.7769221	 -0.0070559	       0.1366166	7
0.0000	274.390336	3	8	  1.0683700	       5.7838558	  0.0134167	       0.1224662	13
0.0000	274.390336	4	8	 -0.5235623	       5.7730083	 -0.0129635	       0.1236187	14
0.0000	274.390336	5	8	  1.7147223	       5.7799077	  0.0153878	       0.1219698	17
0.0000	274.390336	6	8	  1.9661809	       5.7812140	 -0.0169006	       0.1225657	23
0.0000	275.290304	1	8	  2.0769169	       5.7827005	 -0.0278555	       0.2391982	6
0.0000	275.390336	0	8	  2.2536137	       5.7769505	  0.0018303	       0.1588793	3
0.0000	275.390336	2	8	  2.6649613	       5.7766772	 -0.0235883	       0.1366066	7
0.0000	275.390336	3	8	  0.9489073	       5.7837404	 -0.0029378	       0.1224335	13
0.0000	275.390336	4	8	 -0.5217594	       5.7726664	  0.0060017	       0.1235160	14
0.0000	275.390336	5	8	  1.6337743	       5.7797312	  0.0171362	       0.1219659	17
0.0000	275.390336	6	8	  1.9499426	       5.7805301	  0.0064882	       0.1225547	23
0.0000	276.290304	1	8	  2.1121130	       5.7825174	 -0.0532234	       0.2391932	6
0.0000	276.390336	0	8	  2.2515910	       5.7767389	  0.0025509	       0.1588765	3
0.0000	276.390336	2	8	  2.5599844	       5.7764424	 -0.0570870	       0.1366016	7
0.0000	276.390336	3	8	  1.0509485	       5.7836309	  0.0027073	       0.1224181	13
0.0000	276.390336	4	8	 -0.6083754	       5.7723409	  0.0170684	       0.1234649	14
0.0000	276.390336	5	8	  1.6449127	       5.7795632	  0.0131203	       0.1219660	17
0.0000	276.390336	6	8	  1.8737743	       5.7798827	 -0.0058327	       0.1225512	23
