2,2,100,1,GDOP, 900720000.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
512200,1101435.3346,210243.7629,6268642.6360,-78.7877,350.2352,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912880,0.18861271284,10730.6708,1.570796847,-0.184634136,0.000000000,-0.00005783754,-0.00005597739,-0.00030968716,-0.00000000060,-0.00000000058,-0.00000000324,1101435.3346,210243.7629,6268642.6360,-78.7877,350.2352,-65.9759,-0.112,-0.025,0.000,1.39494912880,0.18861271284,10730.6708,2.890
512300,1101427.4553,210278.7863,6268636.0384,-78.7989,350.2327,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912880,0.18864471048,10723.9698,1.570796847,-0.184634136,0.000000000,-0.00005783760,-0.00005597745,-0.00030968748,-0.00000000060,-0.00000000058,-0.00000000324,1101427.4553,210278.7863,6268636.0384,-78.7989,350.2327,-65.9759,-0.112,-0.025,0.000,1.39494912880,0.18864471048,10723.9698,2.890
512400,1101419.5748,210313.8094,6268629.4408,-78.8101,350.2301,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912880,0.18867670815,10717.2689,1.570796847,-0.184634136,0.000000000,-0.00005783766,-0.00005597751,-0.00030968781,-0.00000000060,-0.00000000058,-0.00000000324,1101419.5748,210313.8094,6268629.4408,-78.8101,350.2301,-65.9759,-0.112,-0.025,0.000,1.39494912880,0.18867670815,10717.2689,2.890
512500,1101411.6933,210348.8323,6268622.8432,-78.8213,350.2276,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912879,0.18870870586,10710.5680,1.570796847,-0.184634136,0.000000000,-0.00005783772,-0.00005597756,-0.00030968813,-0.00000000060,-0.00000000058,-0.00000000324,1101411.6933,210348.8323,6268622.8432,-78.8213,350.2276,-65.9759,-0.112,-0.025,0.000,1.39494912879,0.18870870586,10710.5680,2.890
512600,1101403.8106,210383.8549,6268616.2457,-78.8325,350.2251,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912879,0.18874070360,10703.8671,1.570796847,-0.184634136,0.000000000,-0.00005783778,-0.00005597762,-0.00030968846,-0.00000000060,-0.00000000058,-0.00000000324,1101403.8106,210383.8549,6268616.2457,-78.8325,350.2251,-65.9759,-0.112,-0.025,0.000,1.39494912879,0.18874070360,10703.8671,2.890
512700,1101395.9268,210418.8773,6268609.6481,-78.8437,350.2226,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912879,0.18877270137,10697.1662,1.570796847,-0.184634136,0.000000000,-0.00005783785,-0.00005597768,-0.00030968878,-0.00000000060,-0.00000000058,-0.00000000324,1101395.9268,210418.8773,6268609.6481,-78.8437,350.2226,-65.9759,-0.112,-0.025,0.000,1.39494912879,0.18877270137,10697.1662,2.890
512800,1101388.0418,210453.8995,6268603.0505,-78.8549,350.2201,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912879,0.18880469918,10690.4652,1.570796847,-0.184634136,0.000000000,-0.00005783791,-0.00005597774,-0.00030968910,-0.00000000060,-0.00000000058,-0.00000000324,1101388.0418,210453.8995,6268603.0505,-78.8549,350.2201,-65.9759,-0.112,-0.025,0.000,1.39494912879,0.18880469918,10690.4652,2.890
512900,1101380.1558,210488.9213,6268596.4529,-78.8661,350.2175,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912878,0.18883669702,10683.7643,1.570796847,-0.184634136,0.000000000,-0.00005783797,-0.00005597780,-0.00030968943,-0.00000000060,-0.00000000058,-0.00000000324,1101380.1558,210488.9213,6268596.4529,-78.8661,350.2175,-65.9759,-0.112,-0.025,0.000,1.39494912878,0.18883669702,10683.7643,2.890
513000,1101372.2686,210523.9430,6268589.8553,-78.8773,350.2150,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912878,0.18886869489,10677.0634,1.570796847,-0.184634136,0.000000000,-0.00005783803,-0.00005597786,-0.00030968975,-0.00000000060,-0.00000000058,-0.00000000324,1101372.2686,210523.9430,6268589.8553,-78.8773,350.2150,-65.9759,-0.112,-0.025,0.000,1.39494912878,0.18886869489,10677.0634,2.890
513100,1101364.3803,210558.9643,6268583.2577,-78.8885,350.2125,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912878,0.18890069280,10670.3625,1.570796847,-0.184634136,0.000000000,-0.00005783809,-0.00005597791,-0.00030969007,-0.00000000060,-0.00000000058,-0.00000000324,1101364.3803,210558.9643,6268583.2577,-78.8885,350.2125,-65.9759,-0.112,-0.025,0.000,1.39494912878,0.18890069280,10670.3625,2.890
513200,1101356.4909,210593.9855,6268576.6601,-78.8997,350.2100,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912877,0.18893269074,10663.6616,1.570796847,-0.184634136,0.000000000,-0.00005783815,-0.00005597797,-0.00030969040,-0.00000000060,-0.00000000058,-0.00000000324,1101356.4909,210593.9855,6268576.6601,-78.8997,350.2100,-65.9759,-0.112,-0.025,0.000,1.39494912877,0.18893269074,10663.6616,2.890
513300,1101348.6004,210629.0063,6268570.0625,-78.9109,350.2074,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912877,0.18896468872,10656.9606,1.570796847,-0.184634136,0.000000000,-0.00005783821,-0.00005597803,-0.00030969072,-0.00000000060,-0.00000000058,-0.00000000324,1101348.6004,210629.0063,6268570.0625,-78.9109,350.2074,-65.9759,-0.112,-0.025,0.000,1.39494912877,0.18896468872,10656.9606,2.890
513400,1101340.7087,210664.0269,6268563.4649,-78.9222,350.2049,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912877,0.18899668672,10650.2597,1.570796847,-0.184634136,0.000000000,-0.00005783827,-0.00005597809,-0.00030969105,-0.00000000060,-0.00000000058,-0.00000000324,1101340.7087,210664.0269,6268563.4649,-78.9222,350.2049,-65.9759,-0.112,-0.025,0.000,1.39494912877,0.18899668672,10650.2597,2.890
513500,1101332.8159,210699.0473,6268556.8674,-78.9334,350.2024,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912877,0.18902868476,10643.5588,1.570796847,-0.184634136,0.000000000,-0.00005783833,-0.00005597815,-0.00030969137,-0.00000000060,-0.00000000058,-0.00000000324,1101332.8159,210699.0473,6268556.8674,-78.9334,350.2024,-65.9759,-0.112,-0.025,0.000,1.39494912877,0.18902868476,10643.5588,2.890
513600,1101324.9220,210734.0674,6268550.2698,-78.9446,350.1999,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912876,0.18906068284,10636.8579,1.570796847,-0.184634136,0.000000000,-0.00005783839,-0.00005597821,-0.00030969169,-0.00000000060,-0.00000000058,-0.00000000324,1101324.9220,210734.0674,6268550.2698,-78.9446,350.1999,-65.9759,-0.112,-0.025,0.000,1.39494912876,0.18906068284,10636.8579,2.890
513700,1101317.0270,210769.0873,6268543.6722,-78.9558,350.1973,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912876,0.18909268095,10630.1569,1.570796847,-0.184634136,0.000000000,-0.00005783845,-0.00005597827,-0.00030969202,-0.00000000060,-0.00000000058,-0.00000000324,1101317.0270,210769.0873,6268543.6722,-78.9558,350.1973,-65.9759,-0.112,-0.025,0.000,1.39494912876,0.18909268095,10630.1569,2.890
513800,1101309.1309,210804.1069,6268537.0746,-78.9670,350.1948,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912876,0.18912467909,10623.4560,1.570796847,-0.184634136,0.000000000,-0.00005783851,-0.00005597832,-0.00030969234,-0.00000000060,-0.00000000058,-0.00000000324,1101309.1309,210804.1069,6268537.0746,-78.9670,350.1948,-65.9759,-0.112,-0.025,0.000,1.39494912876,0.18912467909,10623.4560,2.890
513900,1101301.2336,210839.1262,6268530.4770,-78.9782,350.1923,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912875,0.18915667726,10616.7551,1.570796847,-0.184634136,0.000000000,-0.00005783857,-0.00005597838,-0.00030969266,-0.00000000060,-0.00000000058,-0.00000000324,1101301.2336,210839.1262,6268530.4770,-78.9782,350.1923,-65.9759,-0.112,-0.025,0.000,1.39494912875,0.18915667726,10616.7551,2.890
514000,1101293.3353,210874.1453,6268523.8794,-78.9894,350.1897,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912875,0.18918867547,10610.0542,1.570796847,-0.184634136,0.000000000,-0.00005783863,-0.00005597844,-0.00030969299,-0.00000000060,-0.00000000058,-0.00000000324,1101293.3353,210874.1453,6268523.8794,-78.9894,350.1897,-65.9759,-0.112,-0.025,0.000,1.39494912875,0.18918867547,10610.0542,2.890
514100,1101285.4358,210909.1642,6268517.2818,-79.0006,350.1872,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912875,0.18922067371,10603.3533,1.570796847,-0.184634136,0.000000000,-0.00005783869,-0.00005597850,-0.00030969331,-0.00000000060,-0.00000000058,-0.00000000324,1101285.4358,210909.1642,6268517.2818,-79.0006,350.1872,-65.9759,-0.112,-0.025,0.000,1.39494912875,0.18922067371,10603.3533,2.890
514200,1101277.5351,210944.1828,6268510.6842,-79.0118,350.1847,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912874,0.18925267199,10596.6523,1.570796847,-0.184634136,0.000000000,-0.00005783875,-0.00005597856,-0.00030969364,-0.00000000060,-0.00000000058,-0.00000000324,1101277.5351,210944.1828,6268510.6842,-79.0118,350.1847,-65.9759,-0.112,-0.025,0.000,1.39494912874,0.18925267199,10596.6523,2.890
514300,1101269.6334,210979.2011,6268504.0867,-79.0230,350.1822,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912874,0.18928467030,10589.9514,1.570796847,-0.184634136,0.000000000,-0.00005783881,-0.00005597862,-0.00030969396,-0.00000000060,-0.00000000058,-0.00000000324,1101269.6334,210979.2011,6268504.0867,-79.0230,350.1822,-65.9759,-0.112,-0.025,0.000,1.39494912874,0.18928467030,10589.9514,2.890
514400,1101261.7305,211014.2192,6268497.4891,-79.0342,350.1796,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912874,0.18931666864,10583.2505,1.570796847,-0.184634136,0.000000000,-0.00005783887,-0.00005597868,-0.00030969428,-0.00000000060,-0.00000000058,-0.00000000324,1101261.7305,211014.2192,6268497.4891,-79.0342,350.1796,-65.9759,-0.112,-0.025,0.000,1.39494912874,0.18931666864,10583.2505,2.890
514500,1101253.8266,211049.2371,6268490.8915,-79.0454,350.1771,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912874,0.18934866701,10576.5496,1.570796847,-0.184634136,0.000000000,-0.00005783893,-0.00005597873,-0.00030969461,-0.00000000060,-0.00000000058,-0.00000000324,1101253.8266,211049.2371,6268490.8915,-79.0454,350.1771,-65.9759,-0.112,-0.025,0.000,1.39494912874,0.18934866701,10576.5496,2.890
514600,1101245.9215,211084.2546,6268484.2939,-79.0566,350.1746,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912873,0.18938066542,10569.8486,1.570796847,-0.184634136,0.000000000,-0.00005783899,-0.00005597879,-0.00030969493,-0.00000000060,-0.00000000058,-0.00000000324,1101245.9215,211084.2546,6268484.2939,-79.0566,350.1746,-65.9759,-0.112,-0.025,0.000,1.39494912873,0.18938066542,10569.8486,2.890
514700,1101238.0152,211119.2720,6268477.6963,-79.0678,350.1720,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912873,0.18941266387,10563.1477,1.570796847,-0.184634136,0.000000000,-0.00005783905,-0.00005597885,-0.00030969525,-0.00000000060,-0.00000000058,-0.00000000324,1101238.0152,211119.2720,6268477.6963,-79.0678,350.1720,-65.9759,-0.112,-0.025,0.000,1.39494912873,0.18941266387,10563.1477,2.890
514800,1101230.1079,211154.2891,6268471.0987,-79.0790,350.1695,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912873,0.18944466234,10556.4468,1.570796847,-0.184634136,0.000000000,-0.00005783911,-0.00005597891,-0.00030969558,-0.00000000060,-0.00000000058,-0.00000000324,1101230.1079,211154.2891,6268471.0987,-79.0790,350.1695,-65.9759,-0.112,-0.025,0.000,1.39494912873,0.18944466234,10556.4468,2.890
514900,1101222.1994,211189.3059,6268464.5011,-79.0902,350.1670,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912872,0.18947666085,10549.7459,1.570796847,-0.184634136,0.000000000,-0.00005783918,-0.00005597897,-0.00030969590,-0.00000000060,-0.00000000058,-0.00000000324,1101222.1994,211189.3059,6268464.5011,-79.0902,350.1670,-65.9759,-0.112,-0.025,0.000,1.39494912872,0.18947666085,10549.7459,2.890
515000,1101214.2898,211224.3224,6268457.9035,-79.1014,350.1645,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912872,0.18950865939,10543.0450,1.570796847,-0.184634136,0.000000000,-0.00005783924,-0.00005597903,-0.00030969623,-0.00000000060,-0.00000000058,-0.00000000324,1101214.2898,211224.3224,6268457.9035,-79.1014,350.1645,-65.9759,-0.112,-0.025,0.000,1.39494912872,0.18950865939,10543.0450,2.890
515100,1101206.3791,211259.3388,6268451.3060,-79.1126,350.1619,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912872,0.18954065797,10536.3440,1.570796847,-0.184634136,0.000000000,-0.00005783930,-0.00005597909,-0.00030969655,-0.00000000060,-0.00000000058,-0.00000000324,1101206.3791,211259.3388,6268451.3060,-79.1126,350.1619,-65.9759,-0.112,-0.025,0.000,1.39494912872,0.18954065797,10536.3440,2.890
515200,1101198.4673,211294.3548,6268444.7084,-79.1238,350.1594,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912872,0.18957265658,10529.6431,1.570796847,-0.184634136,0.000000000,-0.00005783936,-0.00005597914,-0.00030969687,-0.00000000060,-0.00000000058,-0.00000000324,1101198.4673,211294.3548,6268444.7084,-79.1238,350.1594,-65.9759,-0.112,-0.025,0.000,1.39494912872,0.18957265658,10529.6431,2.890
515300,1101190.5544,211329.3706,6268438.1108,-79.1350,350.1569,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912871,0.18960465522,10522.9422,1.570796847,-0.184634136,0.000000000,-0.00005783942,-0.00005597920,-0.00030969720,-0.00000000060,-0.00000000058,-0.00000000324,1101190.5544,211329.3706,6268438.1108,-79.1350,350.1569,-65.9759,-0.112,-0.025,0.000,1.39494912871,0.18960465522,10522.9422,2.890
515400,1101182.6403,211364.3862,6268431.5132,-79.1463,350.1543,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912871,0.18963665390,10516.2413,1.570796847,-0.184634136,0.000000000,-0.00005783948,-0.00005597926,-0.00030969752,-0.00000000060,-0.00000000058,-0.00000000324,1101182.6403,211364.3862,6268431.5132,-79.1463,350.1543,-65.9759,-0.112,-0.025,0.000,1.39494912871,0.18963665390,10516.2413,2.890
515500,1101174.7251,211399.4015,6268424.9156,-79.1575,350.1518,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912871,0.18966865261,10509.5403,1.570796847,-0.184634136,0.000000000,-0.00005783954,-0.00005597932,-0.00030969785,-0.00000000060,-0.00000000058,-0.00000000324,1101174.7251,211399.4015,6268424.9156,-79.1575,350.1518,-65.9759,-0.112,-0.025,0.000,1.39494912871,0.18966865261,10509.5403,2.890
515600,1101166.8088,211434.4166,6268418.3180,-79.1687,350.1493,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912870,0.18970065135,10502.8394,1.570796847,-0.184634136,0.000000000,-0.00005783960,-0.00005597938,-0.00030969817,-0.00000000060,-0.00000000058,-0.00000000324,1101166.8088,211434.4166,6268418.3180,-79.1687,350.1493,-65.9759,-0.112,-0.025,0.000,1.39494912870,0.18970065135,10502.8394,2.890
515700,1101158.8914,211469.4314,6268411.7204,-79.1799,350.1467,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912870,0.18973265013,10496.1385,1.570796847,-0.184634136,0.000000000,-0.00005783966,-0.00005597944,-0.00030969849,-0.00000000060,-0.00000000058,-0.00000000324,1101158.8914,211469.4314,6268411.7204,-79.1799,350.1467,-65.9759,-0.112,-0.025,0.000,1.39494912870,0.18973265013,10496.1385,2.890
515800,1101150.9728,211504.4459,6268405.1228,-79.1911,350.1442,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912870,0.18976464894,10489.4376,1.570796847,-0.184634136,0.000000000,-0.00005783972,-0.00005597949,-0.00030969882,-0.00000000060,-0.00000000058,-0.00000000324,1101150.9728,211504.4459,6268405.1228,-79.1911,350.1442,-65.9759,-0.112,-0.025,0.000,1.39494912870,0.18976464894,10489.4376,2.890
515900,1101143.0532,211539.4602,6268398.5252,-79.2023,350.1417,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912870,0.18979664778,10482.7367,1.570796847,-0.184634136,0.000000000,-0.00005783978,-0.00005597955,-0.00030969914,-0.00000000060,-0.00000000058,-0.00000000324,1101143.0532,211539.4602,6268398.5252,-79.2023,350.1417,-65.9759,-0.112,-0.025,0.000,1.39494912870,0.18979664778,10482.7367,2.890
516000,1101135.1324,211574.4742,6268391.9277,-79.2135,350.1391,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912869,0.18982864666,10476.0357,1.570796847,-0.184634136,0.000000000,-0.00005783984,-0.00005597961,-0.00030969946,-0.00000000060,-0.00000000058,-0.00000000324,1101135.1324,211574.4742,6268391.9277,-79.2135,350.1391,-65.9759,-0.112,-0.025,0.000,1.39494912869,0.18982864666,10476.0357,2.894
516100,1101127.2105,211609.4880,6268385.3301,-79.2247,350.1366,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912869,0.18986064557,10469.3348,1.570796847,-0.184634136,0.000000000,-0.00005783990,-0.00005597967,-0.00030969979,-0.00000000060,-0.00000000058,-0.00000000324,1101127.2105,211609.4880,6268385.3301,-79.2247,350.1366,-65.9759,-0.112,-0.025,0.000,1.39494912869,0.18986064557,10469.3348,2.894
516200,1101119.2874,211644.5016,6268378.7325,-79.2359,350.1341,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912869,0.18989264452,10462.6339,1.570796847,-0.184634136,0.000000000,-0.00005783996,-0.00005597973,-0.00030970011,-0.00000000060,-0.00000000058,-0.00000000324,1101119.2874,211644.5016,6268378.7325,-79.2359,350.1341,-65.9759,-0.112,-0.025,0.000,1.39494912869,0.18989264452,10462.6339,2.894
516300,1101111.3633,211679.5148,6268372.1349,-79.2471,350.1315,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912868,0.18992464349,10455.9330,1.570796847,-0.184634136,0.000000000,-0.00005784002,-0.00005597979,-0.00030970044,-0.00000000060,-0.00000000058,-0.00000000324,1101111.3633,211679.5148,6268372.1349,-79.2471,350.1315,-65.9759,-0.112,-0.025,0.000,1.39494912868,0.18992464349,10455.9330,2.894
516400,1101103.4380,211714.5279,6268365.5373,-79.2583,350.1290,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912868,0.18995664251,10449.2321,1.570796847,-0.184634136,0.000000000,-0.00005784008,-0.00005597985,-0.00030970076,-0.00000000060,-0.00000000058,-0.00000000324,1101103.4380,211714.5279,6268365.5373,-79.2583,350.1290,-65.9759,-0.112,-0.025,0.000,1.39494912868,0.18995664251,10449.2321,2.894
516500,1101095.5116,211749.5406,6268358.9397,-79.2695,350.1264,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912868,0.18998864155,10442.5311,1.570796847,-0.184634136,0.000000000,-0.00005784014,-0.00005597990,-0.00030970108,-0.00000000060,-0.00000000058,-0.00000000324,1101095.5116,211749.5406,6268358.9397,-79.2695,350.1264,-65.9759,-0.112,-0.025,0.000,1.39494912868,0.18998864155,10442.5311,2.894
516600,1101087.5841,211784.5532,6268352.3421,-79.2807,350.1239,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912867,0.19002064063,10435.8302,1.570796847,-0.184634136,0.000000000,-0.00005784020,-0.00005597996,-0.00030970141,-0.00000000060,-0.00000000058,-0.00000000324,1101087.5841,211784.5532,6268352.3421,-79.2807,350.1239,-65.9759,-0.112,-0.025,0.000,1.39494912867,0.19002064063,10435.8302,2.894
516700,1101079.6555,211819.5654,6268345.7445,-79.2919,350.1214,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912867,0.19005263974,10429.1293,1.570796847,-0.184634136,0.000000000,-0.00005784026,-0.00005598002,-0.00030970173,-0.00000000060,-0.00000000058,-0.00000000324,1101079.6555,211819.5654,6268345.7445,-79.2919,350.1214,-65.9759,-0.112,-0.025,0.000,1.39494912867,0.19005263974,10429.1293,2.894
516800,1101071.7257,211854.5774,6268339.1470,-79.3031,350.1188,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912867,0.19008463888,10422.4284,1.570796847,-0.184634136,0.000000000,-0.00005784032,-0.00005598008,-0.00030970205,-0.00000000060,-0.00000000058,-0.00000000324,1101071.7257,211854.5774,6268339.1470,-79.3031,350.1188,-65.9759,-0.112,-0.025,0.000,1.39494912867,0.19008463888,10422.4284,2.894
516900,1101063.7949,211889.5892,6268332.5494,-79.3143,350.1163,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912867,0.19011663806,10415.7274,1.570796847,-0.184634136,0.000000000,-0.00005784038,-0.00005598014,-0.00030970238,-0.00000000060,-0.00000000058,-0.00000000324,1101063.7949,211889.5892,6268332.5494,-79.3143,350.1163,-65.9759,-0.112,-0.025,0.000,1.39494912867,0.19011663806,10415.7274,2.894
517000,1101055.8629,211924.6007,6268325.9518,-79.3255,350.1138,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912866,0.19014863727,10409.0265,1.570796847,-0.184634136,0.000000000,-0.00005784045,-0.00005598020,-0.00030970270,-0.00000000060,-0.00000000058,-0.00000000324,1101055.8629,211924.6007,6268325.9518,-79.3255,350.1138,-65.9759,-0.112,-0.025,0.000,1.39494912866,0.19014863727,10409.0265,2.894
517100,1101047.9298,211959.6119,6268319.3542,-79.3367,350.1112,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912866,0.19018063652,10402.3256,1.570796847,-0.184634136,0.000000000,-0.00005784051,-0.00005598026,-0.00030970303,-0.00000000060,-0.00000000058,-0.00000000324,1101047.9298,211959.6119,6268319.3542,-79.3367,350.1112,-65.9759,-0.112,-0.025,0.000,1.39494912866,0.19018063652,10402.3256,2.894
517200,1101039.9955,211994.6229,6268312.7566,-79.3479,350.1087,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912866,0.19021263580,10395.6247,1.570796847,-0.184634136,0.000000000,-0.00005784057,-0.00005598031,-0.00030970335,-0.00000000060,-0.00000000058,-0.00000000324,1101039.9955,211994.6229,6268312.7566,-79.3479,350.1087,-65.9759,-0.112,-0.025,0.000,1.39494912866,0.19021263580,10395.6247,2.894
517300,1101032.0602,212029.6337,6268306.1590,-79.3591,350.1061,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912865,0.19024463511,10388.9238,1.570796847,-0.184634136,0.000000000,-0.00005784063,-0.00005598037,-0.00030970367,-0.00000000060,-0.00000000058,-0.00000000324,1101032.0602,212029.6337,6268306.1590,-79.3591,350.1061,-65.9759,-0.112,-0.025,0.000,1.39494912865,0.19024463511,10388.9238,2.894
517400,1101024.1237,212064.6442,6268299.5614,-79.3703,350.1036,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912865,0.19027663446,10382.2228,1.570796847,-0.184634136,0.000000000,-0.00005784069,-0.00005598043,-0.00030970400,-0.00000000060,-0.00000000058,-0.00000000324,1101024.1237,212064.6442,6268299.5614,-79.3703,350.1036,-65.9759,-0.112,-0.025,0.000,1.39494912865,0.19027663446,10382.2228,2.894
517500,1101016.1861,212099.6544,6268292.9638,-79.3815,350.1011,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912865,0.19030863384,10375.5219,1.570796847,-0.184634136,0.000000000,-0.00005784075,-0.00005598049,-0.00030970432,-0.00000000060,-0.00000000058,-0.00000000324,1101016.1861,212099.6544,6268292.9638,-79.3815,350.1011,-65.9759,-0.112,-0.025,0.000,1.39494912865,0.19030863384,10375.5219,2.894
517600,1101008.2474,212134.6644,6268286.3662,-79.3927,350.0985,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912865,0.19034063325,10368.8210,1.570796847,-0.184634136,0.000000000,-0.00005784081,-0.00005598055,-0.00030970464,-0.00000000060,-0.00000000058,-0.00000000324,1101008.2474,212134.6644,6268286.3662,-79.3927,350.0985,-65.9759,-0.112,-0.025,0.000,1.39494912865,0.19034063325,10368.8210,2.894
517700,1101000.3076,212169.6741,6268279.7687,-79.4039,350.0960,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912864,0.19037263269,10362.1201,1.570796847,-0.184634136,0.000000000,-0.00005784087,-0.00005598061,-0.00030970497,-0.00000000060,-0.00000000058,-0.00000000324,1101000.3076,212169.6741,6268279.7687,-79.4039,350.0960,-65.9759,-0.112,-0.025,0.000,1.39494912864,0.19037263269,10362.1201,2.894
517800,1100992.3666,212204.6836,6268273.1711,-79.4151,350.0934,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912864,0.19040463217,10355.4191,1.570796847,-0.184634136,0.000000000,-0.00005784093,-0.00005598067,-0.00030970529,-0.00000000060,-0.00000000058,-0.00000000324,1100992.3666,212204.6836,6268273.1711,-79.4151,350.0934,-65.9759,-0.112,-0.025,0.000,1.39494912864,0.19040463217,10355.4191,2.894
517900,1100984.4245,212239.6928,6268266.5735,-79.4263,350.0909,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912864,0.19043663169,10348.7182,1.570796847,-0.184634136,0.000000000,-0.00005784099,-0.00005598072,-0.00030970562,-0.00000000060,-0.00000000058,-0.00000000324,1100984.4245,212239.6928,6268266.5735,-79.4263,350.0909,-65.9759,-0.112,-0.025,0.000,1.39494912864,0.19043663169,10348.7182,2.894
518000,1100976.4814,212274.7018,6268259.9759,-79.4375,350.0884,-65.9759,-0.112,-0.025,0.000,0.000,0.000,0.000,1.39494912863,0.19046863123,10342.0173,1.570796847,-0.184634136,0.000000000,-0.00005784105,-0.00005598078,-0.00030970594,-0.00000000060,-0.00000000058,-0.00000000324,1100976.4814,212274.7018,6268259.9759,-79.4375,350.0884,-65.9759,-0.112,-0.025,0.000,1.39494912863,0.19046863123,10342.0173,2.894
