2,2,100,1,GDOP, 900720000.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
102000,1109875.1875,52504.6110,6259348.4215,-40.5716,513.3914,2.8682,-9.859,-0.789,1.701,0.016,-0.195,-0.001,1.39626558182,0.04727152828,-200.0000,1.538718166,0.000000000,-0.784920642,-0.00000000052,0.01371557439,-0.01384255635,-0.00000000031,-0.00000019199,0.00000019227,1109875.1875,52504.6110,6259348.4215,-40.5716,513.3914,2.8682,-9.859,-0.789,1.701,1.39626558182,0.04727152828,-200.0000,2.659
102100,1109871.0810,52555.9462,6259348.7168,-41.5574,513.3116,3.0383,-9.857,-0.808,1.701,0.016,-0.195,-0.001,1.39626584766,0.04731785281,-200.0000,1.536815130,0.000000000,-0.784920642,-0.00000000056,0.01371555461,-0.01384253656,-0.00000000031,-0.00000020338,0.00000020367,1109871.0810,52555.9462,6259348.7168,-41.5574,513.3116,3.0383,-9.857,-0.808,1.701,1.39626584766,0.04731785281,-200.0000,2.659
102200,1109866.8760,52607.2733,6259349.0291,-42.5431,513.2298,3.2083,-9.856,-0.828,1.701,0.017,-0.195,-0.001,1.39626612882,0.04736417441,-200.0000,1.534912094,0.000000000,-0.784920642,-0.00000000059,0.01371553370,-0.01384251563,-0.00000000031,-0.00000021477,0.00000021507,1109866.8760,52607.2733,6259349.0291,-42.5431,513.2298,3.2083,-9.856,-0.828,1.701,1.39626612882,0.04736417441,-200.0000,2.659
102300,1109862.5724,52658.5921,6259349.3585,-43.5286,513.1460,3.3784,-9.854,-0.847,1.701,0.017,-0.195,-0.001,1.39626642528,0.04741049292,-200.0000,1.533009058,0.000000000,-0.784920642,-0.00000000062,0.01371551165,-0.01384249356,-0.00000000031,-0.00000022616,0.00000022647,1109862.5724,52658.5921,6259349.3585,-43.5286,513.1460,3.3784,-9.854,-0.847,1.701,1.39626642528,0.04741049292,-200.0000,2.659
102400,1109858.1703,52709.9024,6259349.7048,-44.5139,513.0604,3.5485,-9.852,-0.867,1.700,0.017,-0.195,-0.001,1.39626673706,0.04745680818,-200.0000,1.531106022,0.000000000,-0.784920642,-0.00000000065,0.01371548846,-0.01384247035,-0.00000000031,-0.00000023754,0.00000023787,1109858.1703,52709.9024,6259349.7048,-44.5139,513.0604,3.5485,-9.852,-0.867,1.700,1.39626673706,0.04745680818,-200.0000,2.659
102500,1109853.6696,52761.2041,6259350.0682,-45.4990,512.9727,3.7185,-9.851,-0.886,1.700,0.018,-0.195,-0.001,1.39626706414,0.04750312003,-200.0000,1.529202986,0.000000000,-0.784920642,-0.00000000068,0.01371546412,-0.01384244600,-0.00000000031,-0.00000024893,0.00000024926,1109853.6696,52761.2041,6259350.0682,-45.4990,512.9727,3.7185,-9.851,-0.886,1.700,1.39626706414,0.04750312003,-200.0000,2.659
102600,1109849.0705,52812.4969,6259350.4485,-46.4840,512.8831,3.8885,-9.849,-0.906,1.700,0.018,-0.195,-0.002,1.39626740652,0.04754942829,-200.0000,1.527299950,0.000000000,-0.784920642,-0.00000000071,0.01371543866,-0.01384242051,-0.00000000031,-0.00000026032,0.00000026066,1109849.0705,52812.4969,6259350.4485,-46.4840,512.8831,3.8885,-9.849,-0.906,1.700,1.39626740652,0.04754942829,-200.0000,2.659
102700,1109844.3728,52863.7807,6259350.8459,-47.4688,512.7916,4.0585,-9.847,-0.925,1.700,0.018,-0.195,-0.002,1.39626776421,0.04759573281,-200.0000,1.525396914,0.000000000,-0.784920642,-0.00000000074,0.01371541205,-0.01384239388,-0.00000000031,-0.00000027170,0.00000027205,1109844.3728,52863.7807,6259350.8459,-47.4688,512.7916,4.0585,-9.847,-0.925,1.700,1.39626776421,0.04759573281,-200.0000,2.659
102800,1109839.5767,52915.0552,6259351.2602,-48.4535,512.6981,4.2285,-9.845,-0.944,1.700,0.019,-0.195,-0.002,1.39626813721,0.04764203343,-200.0000,1.523493878,0.000000000,-0.784920642,-0.00000000077,0.01371538430,-0.01384236612,-0.00000000031,-0.00000028309,0.00000028345,1109839.5767,52915.0552,6259351.2602,-48.4535,512.6981,4.2285,-9.845,-0.944,1.700,1.39626813721,0.04764203343,-200.0000,2.659
102900,1109834.6821,52966.3202,6259351.6916,-49.4379,512.6027,4.3985,-9.843,-0.964,1.700,0.019,-0.195,-0.002,1.39626852551,0.04768832997,-200.0000,1.521590842,0.000000000,-0.784920642,-0.00000000080,0.01371535542,-0.01384233721,-0.00000000031,-0.00000029447,0.00000029484,1109834.6821,52966.3202,6259351.6916,-49.4379,512.6027,4.3985,-9.843,-0.964,1.700,1.39626852551,0.04768832997,-200.0000,2.659
103000,1109829.6891,53017.5756,6259352.1399,-50.4222,512.5054,4.5684,-9.842,-0.983,1.699,0.020,-0.195,-0.002,1.39626892911,0.04773462228,-200.0000,1.519687806,0.000000000,-0.784920642,-0.00000000083,0.01371532540,-0.01384230716,-0.00000000031,-0.00000030585,0.00000030623,1109829.6891,53017.5756,6259352.1399,-50.4222,512.5054,4.5684,-9.842,-0.983,1.699,1.39626892911,0.04773462228,-200.0000,2.659
103100,1109824.5977,53068.8212,6259352.6053,-51.4062,512.4060,4.7384,-9.840,-1.003,1.699,0.020,-0.195,-0.002,1.39626934801,0.04778091019,-200.0000,1.517784770,0.000000000,-0.784920642,-0.00000000087,0.01371529423,-0.01384227597,-0.00000000031,-0.00000031724,0.00000031762,1109824.5977,53068.8212,6259352.6053,-51.4062,512.4060,4.7384,-9.840,-1.003,1.699,1.39626934801,0.04778091019,-200.0000,2.659
103200,1109819.4079,53120.0568,6259353.0876,-52.3901,512.3048,4.9083,-9.838,-1.022,1.699,0.020,-0.194,-0.002,1.39626978220,0.04782719354,-200.0000,1.515881734,0.000000000,-0.784920642,-0.00000000090,0.01371526194,-0.01384224365,-0.00000000031,-0.00000032862,0.00000032901,1109819.4079,53120.0568,6259353.0876,-52.3901,512.3048,4.9083,-9.838,-1.022,1.699,1.39626978220,0.04782719354,-200.0000,2.659
103300,1109814.1197,53171.2821,6259353.5869,-53.3737,512.2016,5.0782,-9.836,-1.042,1.699,0.021,-0.194,-0.002,1.39627023170,0.04787347216,-200.0000,1.513978698,0.000000000,-0.784920642,-0.00000000093,0.01371522850,-0.01384221018,-0.00000000031,-0.00000034000,0.00000034040,1109814.1197,53171.2821,6259353.5869,-53.3737,512.2016,5.0782,-9.836,-1.042,1.699,1.39627023170,0.04787347216,-200.0000,2.659
103400,1109808.7332,53222.4970,6259354.1032,-54.3572,512.0964,5.2481,-9.833,-1.061,1.699,0.021,-0.194,-0.002,1.39627069648,0.04791974589,-200.0000,1.512075662,0.000000000,-0.784920642,-0.00000000096,0.01371519392,-0.01384217558,-0.00000000031,-0.00000035138,0.00000035179,1109808.7332,53222.4970,6259354.1032,-54.3572,512.0964,5.2481,-9.833,-1.061,1.699,1.39627069648,0.04791974589,-200.0000,2.659
103500,1109803.2483,53273.7013,6259354.6365,-55.3404,511.9893,5.4179,-9.831,-1.081,1.699,0.021,-0.194,-0.002,1.39627117656,0.04796601457,-200.0000,1.510172626,0.000000000,-0.784920642,-0.00000000099,0.01371515821,-0.01384213984,-0.00000000031,-0.00000036275,0.00000036318,1109803.2483,53273.7013,6259354.6365,-55.3404,511.9893,5.4179,-9.831,-1.081,1.699,1.39627117656,0.04796601457,-200.0000,2.659
103600,1109797.6651,53324.8948,6259355.1868,-56.3235,511.8803,5.5878,-9.829,-1.100,1.698,0.022,-0.194,-0.002,1.39627167194,0.04801227804,-200.0000,1.508269590,0.000000000,-0.784920642,-0.00000000102,0.01371512136,-0.01384210296,-0.00000000031,-0.00000037413,0.00000037456,1109797.6651,53324.8948,6259355.1868,-56.3235,511.8803,5.5878,-9.829,-1.100,1.698,1.39627167194,0.04801227804,-200.0000,2.659
103700,1109791.9836,53376.0773,6259355.7541,-57.3063,511.7693,5.7576,-9.827,-1.120,1.698,0.022,-0.194,-0.002,1.39627218260,0.04805853612,-200.0000,1.506366554,0.000000000,-0.784920642,-0.00000000105,0.01371508337,-0.01384206494,-0.00000000031,-0.00000038551,0.00000038595,1109791.9836,53376.0773,6259355.7541,-57.3063,511.7693,5.7576,-9.827,-1.120,1.698,1.39627218260,0.04805853612,-200.0000,2.659
103800,1109786.2038,53427.2486,6259356.3383,-58.2889,511.6564,5.9274,-9.825,-1.139,1.698,0.023,-0.194,-0.002,1.39627270855,0.04810478866,-200.0000,1.504463518,0.000000000,-0.784920642,-0.00000000108,0.01371504424,-0.01384202578,-0.00000000031,-0.00000039688,0.00000039733,1109786.2038,53427.2486,6259356.3383,-58.2889,511.6564,5.9274,-9.825,-1.139,1.698,1.39627270855,0.04810478866,-200.0000,2.659
103900,1109780.3258,53478.4085,6259356.9396,-59.2712,511.5415,6.0972,-9.823,-1.158,1.698,0.023,-0.194,-0.002,1.39627324979,0.04815103550,-200.0000,1.502560482,0.000000000,-0.784920642,-0.00000000111,0.01371500398,-0.01384198549,-0.00000000031,-0.00000040825,0.00000040871,1109780.3258,53478.4085,6259356.9396,-59.2712,511.5415,6.0972,-9.823,-1.158,1.698,1.39627324979,0.04815103550,-200.0000,2.659
104000,1109774.3496,53529.5569,6259357.5578,-60.2534,511.4247,6.2669,-9.820,-1.178,1.697,0.023,-0.194,-0.002,1.39627380631,0.04819727646,-200.0000,1.500657446,0.000000000,-0.784920642,-0.00000000114,0.01371496258,-0.01384194405,-0.00000000031,-0.00000041963,0.00000042010,1109774.3496,53529.5569,6259357.5578,-60.2534,511.4247,6.2669,-9.820,-1.178,1.697,1.39627380631,0.04819727646,-200.0000,2.659
104100,1109768.2752,53580.6934,6259358.1930,-61.2353,511.3060,6.4367,-9.818,-1.197,1.697,0.024,-0.194,-0.003,1.39627437811,0.04824351139,-200.0000,1.498754410,0.000000000,-0.784920642,-0.00000000117,0.01371492004,-0.01384190148,-0.00000000031,-0.00000043100,0.00000043148,1109768.2752,53580.6934,6259358.1930,-61.2353,511.3060,6.4367,-9.818,-1.197,1.697,1.39627437811,0.04824351139,-200.0000,2.659
104200,1109762.1026,53631.8180,6259358.8451,-62.2170,511.1853,6.6064,-9.816,-1.217,1.697,0.024,-0.194,-0.003,1.39627496519,0.04828974012,-200.0000,1.496851374,0.000000000,-0.784920642,-0.00000000120,0.01371487637,-0.01384185777,-0.00000000031,-0.00000044237,0.00000044285,1109762.1026,53631.8180,6259358.8451,-62.2170,511.1853,6.6064,-9.816,-1.217,1.697,1.39627496519,0.04828974012,-200.0000,2.659
104300,1109755.8318,53682.9304,6259359.5142,-63.1984,511.0627,6.7760,-9.813,-1.236,1.697,0.025,-0.194,-0.003,1.39627556755,0.04833596249,-200.0000,1.494948338,0.000000000,-0.784920642,-0.00000000124,0.01371483156,-0.01384181292,-0.00000000031,-0.00000045373,0.00000045423,1109755.8318,53682.9304,6259359.5142,-63.1984,511.0627,6.7760,-9.813,-1.236,1.697,1.39627556755,0.04833596249,-200.0000,2.659
104400,1109749.4629,53734.0305,6259360.2003,-64.1796,510.9381,6.9457,-9.811,-1.255,1.696,0.025,-0.194,-0.003,1.39627618519,0.04838217834,-200.0000,1.493045302,0.000000000,-0.784920642,-0.00000000127,0.01371478561,-0.01384176694,-0.00000000031,-0.00000046510,0.00000046561,1109749.4629,53734.0305,6259360.2003,-64.1796,510.9381,6.9457,-9.811,-1.255,1.696,1.39627618519,0.04838217834,-200.0000,2.659
104500,1109742.9959,53785.1180,6259360.9034,-65.1605,510.8116,7.1153,-9.808,-1.275,1.696,0.025,-0.194,-0.003,1.39627681809,0.04842838750,-200.0000,1.491142266,0.000000000,-0.784920642,-0.00000000130,0.01371473852,-0.01384171981,-0.00000000031,-0.00000047647,0.00000047698,1109742.9959,53785.1180,6259360.9034,-65.1605,510.8116,7.1153,-9.808,-1.275,1.696,1.39627681809,0.04842838750,-200.0000,2.659
104600,1109736.4308,53836.1927,6259361.6234,-66.1412,510.6831,7.2849,-9.806,-1.294,1.696,0.026,-0.194,-0.003,1.39627746627,0.04847458981,-200.0000,1.489239230,0.000000000,-0.784920642,-0.00000000133,0.01371469030,-0.01384167155,-0.00000000031,-0.00000048783,0.00000048835,1109736.4308,53836.1927,6259361.6234,-66.1412,510.6831,7.2849,-9.806,-1.294,1.696,1.39627746627,0.04847458981,-200.0000,2.659
104700,1109729.7676,53887.2545,6259362.3603,-67.1217,510.5528,7.4545,-9.803,-1.314,1.696,0.026,-0.194,-0.003,1.39627812972,0.04852078510,-200.0000,1.487336194,0.000000000,-0.784920642,-0.00000000136,0.01371464095,-0.01384162216,-0.00000000031,-0.00000049919,0.00000049973,1109729.7676,53887.2545,6259362.3603,-67.1217,510.5528,7.4545,-9.803,-1.314,1.696,1.39627812972,0.04852078510,-200.0000,2.659
104800,1109723.0065,53938.3032,6259363.1143,-68.1018,510.4204,7.6240,-9.801,-1.333,1.695,0.026,-0.194,-0.003,1.39627880844,0.04856697322,-200.0000,1.485433158,0.000000000,-0.784920642,-0.00000000139,0.01371459045,-0.01384157162,-0.00000000031,-0.00000051055,0.00000051110,1109723.0065,53938.3032,6259363.1143,-68.1018,510.4204,7.6240,-9.801,-1.333,1.695,1.39627880844,0.04856697322,-200.0000,2.659
104900,1109716.1473,53989.3386,6259363.8851,-69.0818,510.2862,7.7935,-9.798,-1.352,1.695,0.027,-0.194,-0.003,1.39627950242,0.04861315400,-200.0000,1.483530122,0.000000000,-0.784920642,-0.00000000142,0.01371453882,-0.01384151995,-0.00000000031,-0.00000052191,0.00000052246,1109716.1473,53989.3386,6259363.8851,-69.0818,510.2862,7.7935,-9.798,-1.352,1.695,1.39627950242,0.04861315400,-200.0000,2.659
105000,1109709.1901,54040.3604,6259364.6730,-70.0614,510.1500,7.9630,-9.795,-1.372,1.695,0.027,-0.194,-0.003,1.39628021166,0.04865932727,-200.0000,1.481627086,0.000000000,-0.784920642,-0.00000000145,0.01371448606,-0.01384146714,-0.00000000031,-0.00000053327,0.00000053383,1109709.1901,54040.3604,6259364.6730,-70.0614,510.1500,7.9630,-9.795,-1.372,1.695,1.39628021166,0.04865932727,-200.0000,2.659
105100,1109702.1350,54091.3685,6259365.4777,-71.0408,510.0118,8.1324,-9.792,-1.391,1.694,0.028,-0.194,-0.003,1.39628093615,0.04870549287,-200.0000,1.479724049,0.000000000,-0.784920642,-0.00000000148,0.01371443216,-0.01384141320,-0.00000000031,-0.00000054462,0.00000054520,1109702.1350,54091.3685,6259365.4777,-71.0408,510.0118,8.1324,-9.792,-1.391,1.694,1.39628093615,0.04870549287,-200.0000,2.659
105200,1109694.9820,54142.3627,6259366.2994,-72.0199,509.8718,8.3018,-9.790,-1.410,1.694,0.028,-0.193,-0.003,1.39628167591,0.04875165064,-200.0000,1.477821013,0.000000000,-0.784920642,-0.00000000151,0.01371437712,-0.01384135812,-0.00000000031,-0.00000055598,0.00000055656,1109694.9820,54142.3627,6259366.2994,-72.0199,509.8718,8.3018,-9.790,-1.410,1.694,1.39628167591,0.04875165064,-200.0000,2.659
105300,1109687.7310,54193.3428,6259367.1381,-72.9987,509.7298,8.4712,-9.787,-1.430,1.694,0.028,-0.193,-0.003,1.39628243092,0.04879780042,-200.0000,1.475917977,0.000000000,-0.784920642,-0.00000000154,0.01371432095,-0.01384130190,-0.00000000031,-0.00000056733,0.00000056792,1109687.7310,54193.3428,6259367.1381,-72.9987,509.7298,8.4712,-9.787,-1.430,1.694,1.39628243092,0.04879780042,-200.0000,2.659
105400,1109680.3822,54244.3086,6259367.9937,-73.9773,509.5858,8.6406,-9.784,-1.449,1.693,0.029,-0.193,-0.003,1.39628320118,0.04884394204,-200.0000,1.474014941,0.000000000,-0.784920642,-0.00000000157,0.01371426364,-0.01384124454,-0.00000000031,-0.00000057868,0.00000057928,1109680.3822,54244.3086,6259367.9937,-73.9773,509.5858,8.6406,-9.784,-1.449,1.693,1.39628320118,0.04884394204,-200.0000,2.659
105500,1109672.9356,54295.2599,6259368.8662,-74.9556,509.4399,8.8099,-9.781,-1.468,1.693,0.029,-0.193,-0.003,1.39628398668,0.04889007534,-200.0000,1.472111905,0.000000000,-0.784920642,-0.00000000160,0.01371420520,-0.01384118605,-0.00000000031,-0.00000059003,0.00000059064,1109672.9356,54295.2599,6259368.8662,-74.9556,509.4399,8.8099,-9.781,-1.468,1.693,1.39628398668,0.04889007534,-200.0000,2.659
105600,1109665.3911,54346.1965,6259369.7557,-75.9335,509.2921,8.9792,-9.778,-1.488,1.693,0.029,-0.193,-0.004,1.39628478743,0.04893620016,-200.0000,1.470208869,0.000000000,-0.784920642,-0.00000000163,0.01371414562,-0.01384112643,-0.00000000031,-0.00000060138,0.00000060199,1109665.3911,54346.1965,6259369.7557,-75.9335,509.2921,8.9792,-9.778,-1.488,1.693,1.39628478743,0.04893620016,-200.0000,2.659
105700,1109657.7489,54397.1182,6259370.6620,-76.9112,509.1424,9.1484,-9.775,-1.507,1.692,0.030,-0.193,-0.004,1.39628560343,0.04898231632,-200.0000,1.468305833,0.000000000,-0.784920642,-0.00000000166,0.01371408491,-0.01384106567,-0.00000000031,-0.00000061272,0.00000061335,1109657.7489,54397.1182,6259370.6620,-76.9112,509.1424,9.1484,-9.775,-1.507,1.692,1.39628560343,0.04898231632,-200.0000,2.659
105800,1109650.0089,54448.0249,6259371.5853,-77.8886,508.9907,9.3176,-9.772,-1.526,1.692,0.030,-0.193,-0.004,1.39628643466,0.04902842368,-200.0000,1.466402797,0.000000000,-0.784920642,-0.00000000169,0.01371402306,-0.01384100377,-0.00000000031,-0.00000062407,0.00000062470,1109650.0089,54448.0249,6259371.5853,-77.8886,508.9907,9.3176,-9.772,-1.526,1.692,1.39628643466,0.04902842368,-200.0000,2.659
105900,1109642.1712,54498.9163,6259372.5256,-78.8657,508.8371,9.4868,-9.769,-1.546,1.692,0.031,-0.193,-0.004,1.39628728113,0.04907452207,-200.0000,1.464499761,0.000000000,-0.784920642,-0.00000000173,0.01371396008,-0.01384094074,-0.00000000031,-0.00000063541,0.00000063605,1109642.1712,54498.9163,6259372.5256,-78.8657,508.8371,9.4868,-9.769,-1.546,1.692,1.39628728113,0.04907452207,-200.0000,2.659
106000,1109634.2358,54549.7923,6259373.4827,-79.8425,508.6816,9.6559,-9.766,-1.565,1.691,0.031,-0.193,-0.004,1.39628814283,0.04912061132,-200.0000,1.462596725,0.000000000,-0.784920642,-0.00000000176,0.01371389597,-0.01384087658,-0.00000000031,-0.00000064675,0.00000064740,1109634.2358,54549.7923,6259373.4827,-79.8425,508.6816,9.6559,-9.766,-1.565,1.691,1.39628814283,0.04912061132,-200.0000,2.659
106100,1109626.2027,54600.6526,6259374.4567,-80.8190,508.5241,9.8250,-9.763,-1.584,1.691,0.031,-0.193,-0.004,1.39628901977,0.04916669127,-200.0000,1.460693689,0.000000000,-0.784920642,-0.00000000179,0.01371383072,-0.01384081127,-0.00000000031,-0.00000065808,0.00000065875,1109626.2027,54600.6526,6259374.4567,-80.8190,508.5241,9.8250,-9.763,-1.584,1.691,1.39628901977,0.04916669127,-200.0000,2.659
106200,1109618.0720,54651.4970,6259375.4477,-81.7951,508.3647,9.9941,-9.760,-1.604,1.690,0.032,-0.193,-0.004,1.39628991193,0.04921276176,-200.0000,1.458790653,0.000000000,-0.784920642,-0.00000000182,0.01371376434,-0.01384074484,-0.00000000031,-0.00000066942,0.00000067009,1109618.0720,54651.4970,6259375.4477,-81.7951,508.3647,9.9941,-9.760,-1.604,1.690,1.39628991193,0.04921276176,-200.0000,2.659
106300,1109609.8437,54702.3254,6259376.4556,-82.7710,508.2034,10.1631,-9.757,-1.623,1.690,0.032,-0.193,-0.004,1.39629081931,0.04925882262,-200.0000,1.456887617,0.000000000,-0.784920642,-0.00000000185,0.01371369682,-0.01384067727,-0.00000000031,-0.00000068075,0.00000068143,1109609.8437,54702.3254,6259376.4556,-82.7710,508.2034,10.1631,-9.757,-1.623,1.690,1.39629081931,0.04925882262,-200.0000,2.659
106400,1109601.5178,54753.1376,6259377.4803,-83.7465,508.0401,10.3321,-9.754,-1.642,1.690,0.032,-0.193,-0.004,1.39629174191,0.04930487370,-200.0000,1.454984581,0.000000000,-0.784920642,-0.00000000188,0.01371362818,-0.01384060857,-0.00000000031,-0.00000069208,0.00000069277,1109601.5178,54753.1376,6259377.4803,-83.7465,508.0401,10.3321,-9.754,-1.642,1.690,1.39629174191,0.04930487370,-200.0000,2.659
106500,1109593.0944,54803.9334,6259378.5220,-84.7217,507.8749,10.5011,-9.750,-1.661,1.689,0.033,-0.193,-0.004,1.39629267973,0.04935091482,-200.0000,1.453081545,0.000000000,-0.784920642,-0.00000000191,0.01371355839,-0.01384053873,-0.00000000031,-0.00000070341,0.00000070411,1109593.0944,54803.9334,6259378.5220,-84.7217,507.8749,10.5011,-9.750,-1.661,1.689,1.39629267973,0.04935091482,-200.0000,2.659
106600,1109584.5735,54854.7126,6259379.5805,-85.6966,507.7078,10.6700,-9.747,-1.681,1.689,0.033,-0.193,-0.004,1.39629363277,0.04939694583,-200.0000,1.451178509,0.000000000,-0.784920642,-0.00000000194,0.01371348748,-0.01384046776,-0.00000000031,-0.00000071474,0.00000071545,1109584.5735,54854.7126,6259379.5805,-85.6966,507.7078,10.6700,-9.747,-1.681,1.689,1.39629363277,0.04939694583,-200.0000,2.659
106700,1109575.9551,54905.4749,6259380.6560,-86.6711,507.5388,10.8388,-9.744,-1.700,1.688,0.034,-0.193,-0.004,1.39629460101,0.04944296656,-200.0000,1.449275473,0.000000000,-0.784920642,-0.00000000197,0.01371341543,-0.01384039565,-0.00000000031,-0.00000072606,0.00000072678,1109575.9551,54905.4749,6259380.6560,-86.6711,507.5388,10.8388,-9.744,-1.700,1.688,1.39629460101,0.04944296656,-200.0000,2.659
106800,1109567.2393,54956.2203,6259381.7483,-87.6454,507.3678,11.0076,-9.740,-1.719,1.688,0.034,-0.192,-0.004,1.39629558446,0.04948897686,-200.0000,1.447372437,0.000000000,-0.784920642,-0.00000000200,0.01371334225,-0.01384032241,-0.00000000031,-0.00000073739,0.00000073811,1109567.2393,54956.2203,6259381.7483,-87.6454,507.3678,11.0076,-9.740,-1.719,1.688,1.39629558446,0.04948897686,-200.0000,2.659
106900,1109558.4260,55006.9484,6259382.8575,-88.6192,507.1950,11.1764,-9.737,-1.738,1.688,0.034,-0.192,-0.004,1.39629658311,0.04953497655,-200.0000,1.445469401,0.000000000,-0.784920642,-0.00000000203,0.01371326794,-0.01384024804,-0.00000000031,-0.00000074871,0.00000074944,1109558.4260,55006.9484,6259382.8575,-88.6192,507.1950,11.1764,-9.737,-1.738,1.688,1.39629658311,0.04953497655,-200.0000,2.659
107000,1109549.5154,55057.6592,6259383.9836,-89.5928,507.0201,11.3452,-9.734,-1.758,1.687,0.035,-0.192,-0.004,1.39629759697,0.04958096547,-200.0000,1.443566365,0.000000000,-0.784920642,-0.00000000206,0.01371319250,-0.01384017254,-0.00000000031,-0.00000076003,0.00000076077,1109549.5154,55057.6592,6259383.9836,-89.5928,507.0201,11.3452,-9.734,-1.758,1.687,1.39629759697,0.04958096547,-200.0000,2.659
107100,1109540.5075,55108.3524,6259385.1265,-90.5660,506.8434,11.5138,-9.730,-1.777,1.687,0.035,-0.192,-0.004,1.39629862602,0.04962694347,-200.0000,1.441663329,0.000000000,-0.784920642,-0.00000000209,0.01371311593,-0.01384009590,-0.00000000031,-0.00000077134,0.00000077210,1109540.5075,55108.3524,6259385.1265,-90.5660,506.8434,11.5138,-9.730,-1.777,1.687,1.39629862602,0.04962694347,-200.0000,2.659
107200,1109531.4023,55159.0278,6259386.2864,-91.5388,506.6647,11.6825,-9.727,-1.796,1.686,0.035,-0.192,-0.005,1.39629967026,0.04967291038,-200.0000,1.439760293,0.000000000,-0.784920642,-0.00000000212,0.01371303822,-0.01384001813,-0.00000000031,-0.00000078265,0.00000078342,1109531.4023,55159.0278,6259386.2864,-91.5388,506.6647,11.6825,-9.727,-1.796,1.686,1.39629967026,0.04967291038,-200.0000,2.659
107300,1109522.1997,55209.6853,6259387.4630,-92.5113,506.4842,11.8511,-9.723,-1.815,1.686,0.036,-0.192,-0.005,1.39630072969,0.04971886604,-200.0000,1.437857257,0.000000000,-0.784920642,-0.00000000215,0.01371295938,-0.01383993923,-0.00000000031,-0.00000079396,0.00000079474,1109522.1997,55209.6853,6259387.4630,-92.5113,506.4842,11.8511,-9.723,-1.815,1.686,1.39630072969,0.04971886604,-200.0000,2.659
107400,1109512.9000,55260.3246,6259388.6566,-93.4834,506.3017,12.0196,-9.720,-1.835,1.685,0.036,-0.192,-0.005,1.39630180430,0.04976481028,-200.0000,1.435954221,0.000000000,-0.784920642,-0.00000000218,0.01371287941,-0.01383985920,-0.00000000031,-0.00000080527,0.00000080605,1109512.9000,55260.3246,6259388.6566,-93.4834,506.3017,12.0196,-9.720,-1.835,1.685,1.39630180430,0.04976481028,-200.0000,2.659
107500,1109503.5031,55310.9455,6259389.8670,-94.4552,506.1172,12.1881,-9.716,-1.854,1.685,0.037,-0.192,-0.005,1.39630289409,0.04981074294,-200.0000,1.434051185,0.000000000,-0.784920642,-0.00000000221,0.01371279831,-0.01383977803,-0.00000000030,-0.00000081658,0.00000081737,1109503.5031,55310.9455,6259389.8670,-94.4552,506.1172,12.1881,-9.716,-1.854,1.685,1.39630289409,0.04981074294,-200.0000,2.659
107600,1109494.0090,55361.5480,6259391.0942,-95.4266,505.9309,12.3566,-9.712,-1.873,1.684,0.037,-0.192,-0.005,1.39630399906,0.04985666386,-200.0000,1.432148149,0.000000000,-0.784920642,-0.00000000224,0.01371271609,-0.01383969573,-0.00000000030,-0.00000082788,0.00000082868,1109494.0090,55361.5480,6259391.0942,-95.4266,505.9309,12.3566,-9.712,-1.873,1.684,1.39630399906,0.04985666386,-200.0000,2.659
107700,1109484.4178,55412.1316,6259392.3383,-96.3976,505.7426,12.5250,-9.709,-1.892,1.684,0.037,-0.192,-0.005,1.39630511921,0.04990257288,-200.0000,1.430245113,0.000000000,-0.784920642,-0.00000000227,0.01371263273,-0.01383961231,-0.00000000030,-0.00000083918,0.00000083999,1109484.4178,55412.1316,6259392.3383,-96.3976,505.7426,12.5250,-9.709,-1.892,1.684,1.39630511921,0.04990257288,-200.0000,2.659
107800,1109474.7295,55462.6964,6259393.5992,-97.3683,505.5525,12.6934,-9.705,-1.911,1.683,0.038,-0.192,-0.005,1.39630625452,0.04994846983,-200.0000,1.428342077,0.000000000,-0.784920642,-0.00000000230,0.01371254824,-0.01383952775,-0.00000000030,-0.00000085048,0.00000085130,1109474.7295,55462.6964,6259393.5992,-97.3683,505.5525,12.6934,-9.705,-1.911,1.683,1.39630625452,0.04994846983,-200.0000,2.659
107900,1109464.9441,55513.2421,6259394.8770,-98.3386,505.3604,12.8617,-9.701,-1.931,1.683,0.038,-0.192,-0.005,1.39630740500,0.04999435455,-200.0000,1.426439041,0.000000000,-0.784920642,-0.00000000233,0.01371246262,-0.01383944206,-0.00000000030,-0.00000086178,0.00000086260,1109464.9441,55513.2421,6259394.8770,-98.3386,505.3604,12.8617,-9.701,-1.931,1.683,1.39630740500,0.04999435455,-200.0000,2.659
